"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"9722","consensus_48088",85,".","G","T",44471.9,".","AC=79;AF=0.256;AN=308;BaseQRankSum=-3.184;ClippingRankSum=0.000;DP=4868;ExcessHet=13.6252;FS=0.000;InbreedingCoeff=-0.1559;MLEAC=78;MLEAF=0.253;MQ=41.96;MQRankSum=-6.219;QD=18.06;ReadPosRankSum=-0.290;SOR=0.123","GT:AD:DP:GQ:PL"
"9723","consensus_48100",48,".","A","T",33115.9,".","AC=68;AF=0.219;AN=310;BaseQRankSum=-0.407;ClippingRankSum=-0.001;DP=6679;ExcessHet=17.5837;FS=0.000;InbreedingCoeff=-0.1614;MLEAC=68;MLEAF=0.219;MQ=34.66;MQRankSum=-65.130;QD=12.30;ReadPosRankSum=0.843;SOR=0.061","GT:AD:DP:GQ:PL"
"9724","consensus_48107",32,".","C","G",32375.4,".","AC=73;AF=0.245;AN=298;BaseQRankSum=-3.548;ClippingRankSum=0.000;DP=3385;ExcessHet=18.5373;FS=0.000;InbreedingCoeff=-0.2071;MLEAC=72;MLEAF=0.242;MQ=41.97;MQRankSum=-3.744;QD=18.28;ReadPosRankSum=-0.694;SOR=0.141","GT:AD:DP:GQ:PL"
"9725","consensus_48112",52,".","A","C",79503.1,".","AC=115;AF=0.364;AN=316;BaseQRankSum=9.089;ClippingRankSum=-0.005;DP=10317;ExcessHet=153.0881;FS=0.000;InbreedingCoeff=-0.5722;MLEAC=115;MLEAF=0.364;MQ=41.94;MQRankSum=-8.875;QD=10.26;ReadPosRankSum=-0.768;SOR=0.102","GT:AD:DP:GQ:PL"
"9726","consensus_48119",39,".","G","A",43354.6,".","AC=73;AF=0.235;AN=310;BaseQRankSum=-1.780;ClippingRankSum=0.000;DP=5403;ExcessHet=30.0590;FS=0.000;InbreedingCoeff=-0.2400;MLEAC=73;MLEAF=0.235;MQ=41.94;MQRankSum=-5.316;QD=17.52;ReadPosRankSum=0.592;SOR=0.094","GT:AD:DP:GQ:PL"
"9727","consensus_48127",33,".","T","C",34566,".","AC=82;AF=0.266;AN=308;BaseQRankSum=-0.455;ClippingRankSum=0.000;DP=3910;ExcessHet=2.7153;FS=0.000;InbreedingCoeff=-0.0163;MLEAC=82;MLEAF=0.266;MQ=41.93;MQRankSum=-3.850;QD=18.11;ReadPosRankSum=-0.158;SOR=0.116","GT:AD:DP:GQ:PL"
"9728","consensus_48131",61,".","T","G",63116.4,".","AC=135;AF=0.433;AN=312;BaseQRankSum=3.168;ClippingRankSum=-0.000;DP=5973;ExcessHet=0.4738;FS=0.000;InbreedingCoeff=0.1018;MLEAC=135;MLEAF=0.433;MQ=33.87;MQRankSum=-71.027;QD=15.31;ReadPosRankSum=1.898;SOR=0.388","GT:AD:DP:GQ:PL"
"9729","consensus_48140",11,".","T","A",38655,".","AC=67;AF=0.216;AN=310;BaseQRankSum=-1.024;ClippingRankSum=0.000;DP=5355;ExcessHet=3.1785;FS=0.000;InbreedingCoeff=-0.0246;MLEAC=66;MLEAF=0.213;MQ=41.94;MQRankSum=-3.217;QD=19.59;ReadPosRankSum=0.414;SOR=0.066","GT:AD:DP:GQ:PL"
"9730","consensus_48146",19,".","G","A",17059,".","AC=105;AF=0.491;AN=214;BaseQRankSum=0.354;ClippingRankSum=0.000;DP=1193;ExcessHet=0.0890;FS=0.000;InbreedingCoeff=0.0953;MLEAC=104;MLEAF=0.486;MQ=41.87;MQRankSum=-0.676;QD=23.66;ReadPosRankSum=-0.765;SOR=0.352","GT:AD:DP:GQ:PL"
"9731","consensus_48152",39,".","T","G",79776,".","AC=152;AF=0.484;AN=314;BaseQRankSum=-2.212;ClippingRankSum=-0.001;DP=7754;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.9140;MLEAC=152;MLEAF=0.484;MQ=41.20;MQRankSum=-87.124;QD=10.68;ReadPosRankSum=0.018;SOR=0.166","GT:AD:DP:GQ:PL"
"9732","consensus_48156",69,".","G","C",47403.9,".","AC=125;AF=0.398;AN=314;BaseQRankSum=0.364;ClippingRankSum=-0.002;DP=16254;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.6388;MLEAC=125;MLEAF=0.398;MQ=30.32;MQRankSum=-22.409;QD=3.48;ReadPosRankSum=-0.085;SOR=0.049","GT:AD:DP:GQ:PL"
"9733","consensus_48163",34,".","G","A",40684.7,".","AC=81;AF=0.256;AN=316;BaseQRankSum=-0.119;ClippingRankSum=-0.000;DP=6177;ExcessHet=8.7385;FS=0.000;InbreedingCoeff=-0.1152;MLEAC=80;MLEAF=0.253;MQ=35.08;MQRankSum=-62.798;QD=14.04;ReadPosRankSum=-0.383;SOR=0.111","GT:AD:DP:GQ:PL"
"9734","consensus_48168",25,".","C","T",177268,".","AC=157;AF=0.497;AN=316;BaseQRankSum=3.350;ClippingRankSum=-0.013;DP=10216;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.9122;MLEAC=157;MLEAF=0.497;MQ=41.91;MQRankSum=-5.824;QD=18.42;ReadPosRankSum=0.598;SOR=0.679","GT:AD:DP:GQ:PL"
"9735","consensus_48181",55,".","G","A",46085.6,".","AC=85;AF=0.272;AN=312;BaseQRankSum=-2.660;ClippingRankSum=0.000;DP=5119;ExcessHet=24.4845;FS=0.000;InbreedingCoeff=-0.2247;MLEAC=84;MLEAF=0.269;MQ=41.96;MQRankSum=-4.552;QD=17.84;ReadPosRankSum=-0.402;SOR=0.119","GT:AD:DP:GQ:PL"
"9736","consensus_48183",74,".","A","C",24718.3,".","AC=70;AF=0.224;AN=312;BaseQRankSum=0.424;ClippingRankSum=0.000;DP=5060;ExcessHet=13.9921;FS=0.000;InbreedingCoeff=-0.1499;MLEAC=69;MLEAF=0.221;MQ=35.80;MQRankSum=-60.419;QD=11.30;ReadPosRankSum=1.983;SOR=0.072","GT:AD:DP:GQ:PL"
"9737","consensus_48187",38,".","T","A",16079.5,".","AC=72;AF=0.265;AN=272;BaseQRankSum=-3.240;ClippingRankSum=0.000;DP=2086;ExcessHet=0.1149;FS=0.000;InbreedingCoeff=0.0877;MLEAC=70;MLEAF=0.257;MQ=41.94;MQRankSum=-3.991;QD=19.90;ReadPosRankSum=-0.389;SOR=0.080","GT:AD:DP:GQ:PL"
"9738","consensus_48190",55,".","T","C",86204,".","AC=162;AF=0.513;AN=316;BaseQRankSum=0.466;ClippingRankSum=-0.001;DP=7535;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.8462;MLEAC=162;MLEAF=0.513;MQ=28.80;MQRankSum=-77.794;QD=11.56;ReadPosRankSum=2.359;SOR=0.884","GT:AD:DP:GQ:PL"
"9739","consensus_48191",21,".","G","T",56119.1,".","AC=83;AF=0.271;AN=306;BaseQRankSum=0.494;ClippingRankSum=0.000;DP=5804;ExcessHet=17.8826;FS=0.000;InbreedingCoeff=-0.1802;MLEAC=82;MLEAF=0.268;MQ=41.87;MQRankSum=-10.478;QD=18.78;ReadPosRankSum=0.007;SOR=0.139","GT:AD:DP:GQ:PL"
"9740","consensus_48193",69,".","A","T",116479,".","AC=139;AF=0.443;AN=314;BaseQRankSum=7.797;ClippingRankSum=-0.005;DP=6777;ExcessHet=2.3343;FS=0.000;InbreedingCoeff=0.0067;MLEAC=139;MLEAF=0.443;MQ=41.80;MQRankSum=-1.488;QD=23.70;ReadPosRankSum=0.354;SOR=0.555","GT:AD:DP:GQ:PL"
"9741","consensus_48194",31,".","T","A",77765.8,".","AC=156;AF=0.513;AN=304;BaseQRankSum=-3.154;ClippingRankSum=0.000;DP=4123;ExcessHet=0.0073;FS=0.000;InbreedingCoeff=0.2204;MLEAC=156;MLEAF=0.513;MQ=41.79;MQRankSum=-10.238;QD=25.31;ReadPosRankSum=0.125;SOR=0.746","GT:AD:DP:GQ:PL"
"9742","consensus_48196",48,".","C","A",34676.1,".","AC=83;AF=0.264;AN=314;BaseQRankSum=2.723;ClippingRankSum=-0.001;DP=6873;ExcessHet=16.6705;FS=0.000;InbreedingCoeff=-0.1708;MLEAC=82;MLEAF=0.261;MQ=32.32;MQRankSum=-64.747;QD=11.05;ReadPosRankSum=1.855;SOR=0.078","GT:AD:DP:GQ:PL"
"9743","consensus_48197",82,".","T","A",154.05,".","AC=6;AF=0.024;AN=250;BaseQRankSum=-8.247;ClippingRankSum=0.000;DP=2160;ExcessHet=0.1328;FS=0.000;InbreedingCoeff=0.1332;MLEAC=4;MLEAF=0.016;MQ=31.16;MQRankSum=-5.291;QD=1.97;ReadPosRankSum=0.727;SOR=0.000","GT:AD:DP:GQ:PL"
"9744","consensus_48201",48,".","G","A",69685.6,".","AC=153;AF=0.494;AN=310;BaseQRankSum=-0.157;ClippingRankSum=0.000;DP=4172;ExcessHet=0.0020;FS=0.000;InbreedingCoeff=0.2499;MLEAC=153;MLEAF=0.494;MQ=41.95;MQRankSum=-4.421;QD=23.68;ReadPosRankSum=-0.267;SOR=0.539","GT:AD:DP:GQ:PL"
"9745","consensus_48204",37,".","C","T",177.87,".","AC=20;AF=0.067;AN=298;BaseQRankSum=-1.739;ClippingRankSum=0.000;DP=1267;ExcessHet=5.9756;FS=0.000;InbreedingCoeff=-0.0928;MLEAC=16;MLEAF=0.054;MQ=41.82;MQRankSum=0.648;QD=8.08;ReadPosRankSum=0.273;SOR=0.001","GT:AD:DP:GQ:PL"
"9746","consensus_48214",74,".","T","C",42088.1,".","AC=91;AF=0.292;AN=312;BaseQRankSum=4.710;ClippingRankSum=0.000;DP=4387;ExcessHet=16.5806;FS=0.000;InbreedingCoeff=-0.1676;MLEAC=91;MLEAF=0.292;MQ=41.64;MQRankSum=-0.679;QD=18.97;ReadPosRankSum=2.026;SOR=0.137","GT:AD:DP:GQ:PL"
"9747","consensus_48218",38,".","A","G",29245.4,".","AC=75;AF=0.253;AN=296;BaseQRankSum=0.335;ClippingRankSum=0.000;DP=4192;ExcessHet=35.4036;FS=0.000;InbreedingCoeff=-0.2719;MLEAC=75;MLEAF=0.253;MQ=29.34;MQRankSum=-54.330;QD=11.18;ReadPosRankSum=-2.486;SOR=0.212","GT:AD:DP:GQ:PL"
"9748","consensus_48221",87,".","T","C",184752,".","AC=158;AF=0.500;AN=316;BaseQRankSum=-0.917;ClippingRankSum=-0.013;DP=10892;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.9001;MLEAC=158;MLEAF=0.500;MQ=41.94;MQRankSum=-5.177;QD=17.07;ReadPosRankSum=-0.595;SOR=0.675","GT:AD:DP:GQ:PL"
"9749","consensus_48223",11,".","C","T",27677.5,".","AC=80;AF=0.258;AN=310;BaseQRankSum=3.731;ClippingRankSum=0.000;DP=5373;ExcessHet=18.9715;FS=0.000;InbreedingCoeff=-0.1961;MLEAC=79;MLEAF=0.255;MQ=32.29;MQRankSum=-58.584;QD=11.08;ReadPosRankSum=0.819;SOR=0.082","GT:AD:DP:GQ:PL"
"9750","consensus_48228",81,".","G","A",337.21,".","AC=31;AF=0.176;AN=176;BaseQRankSum=-0.800;ClippingRankSum=0.000;DP=1200;ExcessHet=0.0000;FS=0.000;InbreedingCoeff=0.5620;MLEAC=19;MLEAF=0.108;MQ=31.79;MQRankSum=-28.571;QD=21.08;ReadPosRankSum=-0.903;SOR=0.001","GT:AD:DP:GQ:PL"
"9751","consensus_48229",47,".","G","A",167565,".","AC=155;AF=0.491;AN=316;BaseQRankSum=0.617;ClippingRankSum=-0.012;DP=11152;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.8086;MLEAC=155;MLEAF=0.491;MQ=41.94;MQRankSum=-6.435;QD=15.69;ReadPosRankSum=1.639;SOR=0.483","GT:AD:DP:GQ:PL"
"9752","consensus_48230",54,".","A","G",62795.8,".","AC=78;AF=0.248;AN=314;BaseQRankSum=0.216;ClippingRankSum=-0.001;DP=7048;ExcessHet=21.6504;FS=0.000;InbreedingCoeff=-0.2007;MLEAC=78;MLEAF=0.248;MQ=41.95;MQRankSum=-6.223;QD=17.53;ReadPosRankSum=-0.915;SOR=0.116","GT:AD:DP:GQ:PL"
"9753","consensus_48239",70,".","T","A",43977.7,".","AC=87;AF=0.284;AN=306;BaseQRankSum=-0.866;ClippingRankSum=0.000;DP=4998;ExcessHet=15.1375;FS=0.000;InbreedingCoeff=-0.1705;MLEAC=87;MLEAF=0.284;MQ=41.94;MQRankSum=-2.933;QD=16.80;ReadPosRankSum=1.626;SOR=0.112","GT:AD:DP:GQ:PL"
"9754","consensus_48242",40,".","G","T",51629.8,".","AC=74;AF=0.236;AN=314;BaseQRankSum=-5.143;ClippingRankSum=-0.005;DP=11964;ExcessHet=40.0024;FS=0.000;InbreedingCoeff=-0.2847;MLEAC=74;MLEAF=0.236;MQ=41.95;MQRankSum=-6.372;QD=8.70;ReadPosRankSum=-1.647;SOR=0.030","GT:AD:DP:GQ:PL"
"9755","consensus_48243",21,".","T","G",169833,".","AC=149;AF=0.472;AN=316;BaseQRankSum=-0.639;ClippingRankSum=-0.002;DP=13745;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.8678;MLEAC=149;MLEAF=0.472;MQ=41.86;MQRankSum=-13.830;QD=13.47;ReadPosRankSum=-2.130;SOR=0.304","GT:AD:DP:GQ:PL"
"9756","consensus_48245",55,".","T","C",171806,".","AC=159;AF=0.506;AN=314;BaseQRankSum=3.829;ClippingRankSum=-0.001;DP=10433;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.9437;MLEAC=159;MLEAF=0.506;MQ=41.90;MQRankSum=-12.526;QD=16.64;ReadPosRankSum=0.687;SOR=0.609","GT:AD:DP:GQ:PL"
"9757","consensus_48246",84,".","A","G",64610.5,".","AC=141;AF=0.470;AN=300;BaseQRankSum=-0.205;ClippingRankSum=0.000;DP=3448;ExcessHet=0.0025;FS=0.000;InbreedingCoeff=0.2142;MLEAC=143;MLEAF=0.477;MQ=41.90;MQRankSum=-4.610;QD=26.28;ReadPosRankSum=-0.820;SOR=0.713","GT:AD:DP:GQ:PL"
"9758","consensus_48250",43,".","G","A",71622.1,".","AC=149;AF=0.490;AN=304;BaseQRankSum=2.236;ClippingRankSum=0.000;DP=4162;ExcessHet=0.5714;FS=0.000;InbreedingCoeff=0.0833;MLEAC=149;MLEAF=0.490;MQ=41.91;MQRankSum=-1.064;QD=23.11;ReadPosRankSum=0.749;SOR=0.565","GT:AD:DP:GQ:PL"
"9759","consensus_48254",60,".","C","T",35115.9,".","AC=88;AF=0.291;AN=302;BaseQRankSum=-1.225;ClippingRankSum=0.000;DP=3947;ExcessHet=8.3668;FS=0.000;InbreedingCoeff=-0.1130;MLEAC=87;MLEAF=0.288;MQ=32.59;MQRankSum=-58.241;QD=14.00;ReadPosRankSum=-0.853;SOR=0.288","GT:AD:DP:GQ:PL"
"9760","consensus_48255",38,".","G","A",77912.9,".","AC=153;AF=0.487;AN=314;BaseQRankSum=1.728;ClippingRankSum=-0.003;DP=6481;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.7285;MLEAC=153;MLEAF=0.487;MQ=32.62;MQRankSum=-67.802;QD=13.33;ReadPosRankSum=0.464;SOR=0.585","GT:AD:DP:GQ:PL"
"9761","consensus_48257",67,".","G","C",44303.8,".","AC=80;AF=0.260;AN=308;BaseQRankSum=1.219;ClippingRankSum=0.000;DP=4779;ExcessHet=7.6161;FS=0.000;InbreedingCoeff=-0.0956;MLEAC=79;MLEAF=0.256;MQ=41.97;MQRankSum=-6.183;QD=19.97;ReadPosRankSum=-2.742;SOR=0.121","GT:AD:DP:GQ:PL"
"9762","consensus_48259",34,".","A","G",33077.6,".","AC=74;AF=0.239;AN=310;BaseQRankSum=0.872;ClippingRankSum=0.000;DP=5218;ExcessHet=23.9170;FS=0.000;InbreedingCoeff=-0.2190;MLEAC=74;MLEAF=0.239;MQ=33.90;MQRankSum=-60.886;QD=13.03;ReadPosRankSum=-1.281;SOR=0.119","GT:AD:DP:GQ:PL"
"9763","consensus_48265",12,".","G","C",105055,".","AC=144;AF=0.477;AN=302;BaseQRankSum=-1.475;ClippingRankSum=-0.000;DP=6017;ExcessHet=3.2460;FS=0.000;InbreedingCoeff=-0.0155;MLEAC=143;MLEAF=0.474;MQ=41.82;MQRankSum=-14.893;QD=22.60;ReadPosRankSum=-0.795;SOR=0.639","GT:AD:DP:GQ:PL"
"9764","consensus_48266",58,".","C","T",91871.4,".","AC=155;AF=0.491;AN=316;BaseQRankSum=1.310;ClippingRankSum=0.000;DP=4902;ExcessHet=0.0291;FS=0.000;InbreedingCoeff=0.1681;MLEAC=155;MLEAF=0.491;MQ=41.91;MQRankSum=-3.782;QD=24.92;ReadPosRankSum=0.543;SOR=0.698","GT:AD:DP:GQ:PL"
"9765","consensus_48268",68,".","A","T",95584.6,".","AC=150;AF=0.478;AN=314;BaseQRankSum=2.846;ClippingRankSum=-0.007;DP=10041;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.8341;MLEAC=150;MLEAF=0.478;MQ=31.25;MQRankSum=-84.633;QD=10.41;ReadPosRankSum=3.987;SOR=0.422","GT:AD:DP:GQ:PL"
"9766","consensus_48270",27,".","A","G",36836.3,".","AC=131;AF=0.492;AN=266;BaseQRankSum=2.074;ClippingRankSum=0.000;DP=1959;ExcessHet=0.0014;FS=0.000;InbreedingCoeff=0.1987;MLEAC=132;MLEAF=0.496;MQ=41.96;MQRankSum=-3.313;QD=24.38;ReadPosRankSum=0.068;SOR=0.722","GT:AD:DP:GQ:PL"
"9767","consensus_48273",75,".","T","G",48798.5,".","AC=91;AF=0.290;AN=314;BaseQRankSum=1.000;ClippingRankSum=0.000;DP=5500;ExcessHet=16.2476;FS=0.000;InbreedingCoeff=-0.1700;MLEAC=90;MLEAF=0.287;MQ=41.95;MQRankSum=-8.252;QD=17.08;ReadPosRankSum=-1.231;SOR=0.131","GT:AD:DP:GQ:PL"
"9768","consensus_48275",42,".","C","T",200402,".","AC=157;AF=0.497;AN=316;BaseQRankSum=-1.660;ClippingRankSum=-0.014;DP=10846;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.9368;MLEAC=157;MLEAF=0.497;MQ=29.99;MQRankSum=-95.682;QD=18.66;ReadPosRankSum=1.072;SOR=0.622","GT:AD:DP:GQ:PL"
"9769","consensus_48276",38,".","T","A",320880,".","AC=149;AF=0.510;AN=292;BaseQRankSum=-4.811;ClippingRankSum=-0.030;DP=20601;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.9651;MLEAC=149;MLEAF=0.510;MQ=41.95;MQRankSum=-5.439;QD=15.64;ReadPosRankSum=2.716;SOR=0.542","GT:AD:DP:GQ:PL"
"9770","consensus_48277",44,".","A","G",83357.6,".","AC=154;AF=0.510;AN=302;BaseQRankSum=0.934;ClippingRankSum=0.000;DP=4292;ExcessHet=0.0004;FS=0.000;InbreedingCoeff=0.2683;MLEAC=155;MLEAF=0.513;MQ=41.95;MQRankSum=-4.818;QD=26.47;ReadPosRankSum=-2.275;SOR=0.776","GT:AD:DP:GQ:PL"
"9771","consensus_48278",56,".","G","A",91651.7,".","AC=163;AF=0.519;AN=314;BaseQRankSum=-0.731;ClippingRankSum=-0.010;DP=8182;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.7606;MLEAC=162;MLEAF=0.516;MQ=21.60;MQRankSum=88.727;QD=11.43;ReadPosRankSum=-2.145;SOR=0.825","GT:AD:DP:GQ:PL"
"9772","consensus_48279",35,".","C","T",49616.5,".","AC=72;AF=0.235;AN=306;BaseQRankSum=-1.283;ClippingRankSum=0.000;DP=5786;ExcessHet=22.2314;FS=0.000;InbreedingCoeff=-0.2113;MLEAC=72;MLEAF=0.235;MQ=41.92;MQRankSum=-4.128;QD=18.31;ReadPosRankSum=-0.809;SOR=0.103","GT:AD:DP:GQ:PL"
"9773","consensus_48283",78,".","G","A",38083.8,".","AC=72;AF=0.231;AN=312;BaseQRankSum=1.673;ClippingRankSum=-0.003;DP=8114;ExcessHet=37.5579;FS=0.000;InbreedingCoeff=-0.2654;MLEAC=72;MLEAF=0.231;MQ=41.91;MQRankSum=-13.204;QD=10.27;ReadPosRankSum=0.277;SOR=0.032","GT:AD:DP:GQ:PL"
"9774","consensus_48287",62,".","A","T",27854.1,".","AC=71;AF=0.229;AN=310;BaseQRankSum=1.711;ClippingRankSum=0.000;DP=4841;ExcessHet=20.5977;FS=0.000;InbreedingCoeff=-0.1849;MLEAC=71;MLEAF=0.229;MQ=35.80;MQRankSum=-55.022;QD=12.70;ReadPosRankSum=0.716;SOR=0.090","GT:AD:DP:GQ:PL"
"9775","consensus_48293",54,".","T","C",1142.52,".","AC=56;AF=0.214;AN=262;BaseQRankSum=-0.845;ClippingRankSum=0.000;DP=815;ExcessHet=0.0004;FS=0.000;InbreedingCoeff=0.1720;MLEAC=48;MLEAF=0.183;MQ=40.28;MQRankSum=-25.452;QD=9.14;ReadPosRankSum=-1.269;SOR=0.012","GT:AD:DP:GQ:PL"
"9776","consensus_48296",44,".","G","A",35014.5,".","AC=77;AF=0.245;AN=314;BaseQRankSum=2.140;ClippingRankSum=-0.002;DP=9266;ExcessHet=57.4810;FS=0.000;InbreedingCoeff=-0.3283;MLEAC=77;MLEAF=0.245;MQ=41.91;MQRankSum=-17.946;QD=6.86;ReadPosRankSum=0.673;SOR=0.025","GT:AD:DP:GQ:PL"
"9777","consensus_48298",54,".","T","G",47213.3,".","AC=75;AF=0.245;AN=306;BaseQRankSum=0.489;ClippingRankSum=0.000;DP=5513;ExcessHet=19.5350;FS=0.000;InbreedingCoeff=-0.1800;MLEAC=74;MLEAF=0.242;MQ=41.89;MQRankSum=-4.416;QD=18.89;ReadPosRankSum=0.713;SOR=0.102","GT:AD:DP:GQ:PL"
"9778","consensus_48302",15,".","C","A",16623.6,".","AC=65;AF=0.214;AN=304;BaseQRankSum=2.024;ClippingRankSum=0.000;DP=3388;ExcessHet=1.4907;FS=0.000;InbreedingCoeff=0.0012;MLEAC=62;MLEAF=0.204;MQ=35.25;MQRankSum=-42.899;QD=12.71;ReadPosRankSum=0.015;SOR=0.061","GT:AD:DP:GQ:PL"
"9779","consensus_48309",28,".","T","C",92767.6,".","AC=152;AF=0.503;AN=302;BaseQRankSum=-0.019;ClippingRankSum=0.000;DP=5081;ExcessHet=154.8136;FS=0.000;InbreedingCoeff=-0.6488;MLEAC=151;MLEAF=0.500;MQ=41.93;MQRankSum=-5.380;QD=20.34;ReadPosRankSum=0.458;SOR=0.745","GT:AD:DP:GQ:PL"
"9780","consensus_48312",59,".","C","A",21249,".","AC=96;AF=0.340;AN=282;BaseQRankSum=7.725;ClippingRankSum=0.000;DP=2078;ExcessHet=0.0028;FS=0.000;InbreedingCoeff=0.2283;MLEAC=93;MLEAF=0.330;MQ=41.90;MQRankSum=-3.046;QD=19.13;ReadPosRankSum=0.073;SOR=0.176","GT:AD:DP:GQ:PL"
"9781","consensus_48318",12,".","T","G",40182.2,".","AC=78;AF=0.248;AN=314;BaseQRankSum=0.535;ClippingRankSum=-0.002;DP=10503;ExcessHet=59.1872;FS=0.000;InbreedingCoeff=-0.3321;MLEAC=78;MLEAF=0.248;MQ=41.63;MQRankSum=2.638;QD=7.35;ReadPosRankSum=0.566;SOR=0.024","GT:AD:DP:GQ:PL"
"9782","consensus_48326",59,".","T","C",107706,".","AC=154;AF=0.503;AN=306;BaseQRankSum=3.653;ClippingRankSum=-0.001;DP=5950;ExcessHet=1.1014;FS=0.000;InbreedingCoeff=0.0571;MLEAC=153;MLEAF=0.500;MQ=41.96;MQRankSum=-4.561;QD=22.94;ReadPosRankSum=0.527;SOR=0.659","GT:AD:DP:GQ:PL"
"9783","consensus_48328",65,".","C","T",42643.4,".","AC=66;AF=0.213;AN=310;BaseQRankSum=-2.608;ClippingRankSum=0.000;DP=5456;ExcessHet=10.9810;FS=0.000;InbreedingCoeff=-0.1154;MLEAC=66;MLEAF=0.213;MQ=41.95;MQRankSum=-5.840;QD=18.35;ReadPosRankSum=-1.403;SOR=0.082","GT:AD:DP:GQ:PL"
"9784","consensus_48333",85,".","C","G",21311.1,".","AC=86;AF=0.281;AN=306;BaseQRankSum=3.804;ClippingRankSum=0.000;DP=4304;ExcessHet=4.5161;FS=0.000;InbreedingCoeff=-0.0599;MLEAC=85;MLEAF=0.278;MQ=32.20;MQRankSum=-59.360;QD=10.34;ReadPosRankSum=0.760;SOR=0.109","GT:AD:DP:GQ:PL"
"9785","consensus_48336",60,".","G","A",61311.5,".","AC=85;AF=0.274;AN=310;BaseQRankSum=0.822;ClippingRankSum=-0.000;DP=6316;ExcessHet=31.3030;FS=0.000;InbreedingCoeff=-0.2515;MLEAC=85;MLEAF=0.274;MQ=41.96;MQRankSum=-5.164;QD=17.23;ReadPosRankSum=0.224;SOR=0.143","GT:AD:DP:GQ:PL"
"9786","consensus_48337",11,".","C","T",171368,".","AC=160;AF=0.506;AN=316;BaseQRankSum=5.965;ClippingRankSum=-0.012;DP=9709;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.9038;MLEAC=159;MLEAF=0.503;MQ=41.79;MQRankSum=-17.789;QD=17.86;ReadPosRankSum=0.080;SOR=0.719","GT:AD:DP:GQ:PL"
"9787","consensus_48338",43,".","T","A",112937,".","AC=193;AF=0.615;AN=314;BaseQRankSum=1.424;ClippingRankSum=-0.009;DP=7943;ExcessHet=127.0876;FS=0.000;InbreedingCoeff=-0.5432;MLEAC=193;MLEAF=0.615;MQ=28.13;MQRankSum=-83.711;QD=14.35;ReadPosRankSum=2.630;SOR=1.373","GT:AD:DP:GQ:PL"
"9788","consensus_48344",59,".","A","T",39330.2,".","AC=91;AF=0.340;AN=268;BaseQRankSum=-11.202;ClippingRankSum=0.000;DP=3716;ExcessHet=0.0264;FS=0.000;InbreedingCoeff=0.2084;MLEAC=91;MLEAF=0.340;MQ=41.86;MQRankSum=-13.491;QD=17.02;ReadPosRankSum=-2.505;SOR=0.198","GT:AD:DP:GQ:PL"
"9789","consensus_48347",54,".","A","G",49790.8,".","AC=156;AF=0.500;AN=312;BaseQRankSum=-2.203;ClippingRankSum=0.000;DP=4142;ExcessHet=134.3906;FS=0.000;InbreedingCoeff=-0.6133;MLEAC=158;MLEAF=0.506;MQ=32.74;MQRankSum=-55.512;QD=13.50;ReadPosRankSum=1.505;SOR=0.591","GT:AD:DP:GQ:PL"
"9790","consensus_48349",29,".","T","C",31749.2,".","AC=66;AF=0.217;AN=304;BaseQRankSum=-0.351;ClippingRankSum=0.000;DP=4620;ExcessHet=7.7848;FS=0.000;InbreedingCoeff=-0.1008;MLEAC=63;MLEAF=0.207;MQ=41.97;MQRankSum=-2.578;QD=16.21;ReadPosRankSum=1.124;SOR=0.062","GT:AD:DP:GQ:PL"
"9791","consensus_48352",56,".","C","A",31368,".","AC=70;AF=0.226;AN=310;BaseQRankSum=2.701;ClippingRankSum=0.000;DP=4498;ExcessHet=19.5598;FS=0.000;InbreedingCoeff=-0.1924;MLEAC=69;MLEAF=0.223;MQ=41.81;MQRankSum=0.346;QD=17.31;ReadPosRankSum=1.503;SOR=0.063","GT:AD:DP:GQ:PL"
"9792","consensus_48353",39,".","C","A",95611.2,".","AC=158;AF=0.513;AN=308;BaseQRankSum=-2.247;ClippingRankSum=0.000;DP=5207;ExcessHet=0.9887;FS=0.000;InbreedingCoeff=0.0549;MLEAC=158;MLEAF=0.513;MQ=41.94;MQRankSum=-3.475;QD=24.37;ReadPosRankSum=1.072;SOR=0.682","GT:AD:DP:GQ:PL"
